,text,Date,label
3777,trump ford carrier shipping jobs mexico one understands going,02/13/2016,1
3779,rule southcarolinaprimary,02/13/2016,1
3780,trump know better trust rnc cute,02/13/2016,1
3781,thank south carolina make america safe great,02/13/2016,0
3782,get trump list email rnc authorized self funding campaign pay email,02/13/2016,0
3783,right vote trump bring jobs back told going get worse,02/13/2016,1
3785,k trump next potus every american benefit positivey,02/13/2016,1
3786,going crazy people care trump,02/13/2016,1
3787,let get united america,02/13/2016,1
3788,big thank bill donohue head catholic league wonderful interview article newsmax great insight,02/13/2016,1
3789,totally unauthorized pay self funding campaign notice withdrawn trump makeamericagreatagain,02/13/2016,0
3790,rnc probably side illegally put fundraising notice saying trump wants contribute rnc,02/13/2016,0
3791,additional jobs america eliminated move mexico via hartford courant,02/13/2016,0
3792,nice column bill donahue head catholic league blue collar new yorker gets,02/13/2016,1
3793,one fix sad happen watch makeamericagreatagain,02/13/2016,0
3794,got back tampa amazing evening even amazing crowd fantastic people south carolina tomorrow,02/13/2016,1
3795,word little morty zuckerman loses million per year possible,02/13/2016,0
3796,little morty zuckerman closes failing least given credit happen soon,02/13/2016,0
3797,inside venue tonight tampa broke record set elton john w musical instruments another outside back,02/13/2016,0
3798,end illegal immigration protect borders need make america safe great trump,02/13/2016,0
3799,makeamericagreatagain,02/12/2016,0
3800,millions false ads paid lobbyists special interests cheater sleepy running c,02/12/2016,1
3801,americans really want canadian born president first non native born history,02/12/2016,1
3802,good want see court decide always told natural born means born american soil,02/12/2016,1
3803,put notice stand makeamericagreatagain thankyou,02/12/2016,1
3804,last time lightweight tried knock made total fool better time,02/12/2016,1
3805,clean act stop cheating negative ads standing sue natural born citizen,02/12/2016,0
3806,lightweight spending fortune special interest sc false advertising desperate sad,02/12/2016,0
3807,hearing news would able extort went hostile w series incorrect ill informed ads,02/12/2016,0
3808,nothing conservative club growth coming office demanding contribution naturally get,02/12/2016,0
3809,must registered republican february th vote trump florida primary,02/12/2016,0
3810,failing destroyed little morty zuckerman preparing close save face going online dead,02/12/2016,0
3811,nevada tomorrow deadline register republican visit,02/12/2016,0
3812,ted cruz evangelical christian lies much dishonest,02/12/2016,0
3813,lying cruz put statement trump rubio w obama gay marriage cruz worst liar crazy dishonest perhaps,02/12/2016,0
3814,weak jeb getting thrown management speech think tough putin others,02/12/2016,0
3815,thank baton rouge louisiana makeamericagreatagain trump,02/12/2016,0
3816,landed baton rouge louisiana reports lines three quarters mile get wow makeamericagreatagain,02/12/2016,0
3817,cruz caught cold lie denial push polls like lies w preach christian values,02/12/2016,0
3818,ted cruz definition sleaze ask,02/11/2016,1
3819,heading baton rouge louisiana speech expecting large crowd see soon trump makeamericagreatagain,02/11/2016,0
3820,getting reports many voters cruz people back sleazy dishonest pushpolls watching,02/11/2016,1
3821,jeb failed jeb gave enlisted mommy brother got us quicksand iraq spent million weak chance,02/11/2016,1
3822,hesitates lost make america great,02/11/2016,1
3823,remember republican party help conservatives made many promises base keep hi dt,02/11/2016,1
3824,showed focus group using bad word never said word left open blank please apologize,02/11/2016,1
3825,jeb bush spent new hampshire come spent come st big difference capability,02/11/2016,1
3826,buyers worthless little mort zuckerman frantically looking bleeding red ink total loser,02/11/2016,1
3827,consistent opposition common core get rid common core keep education local,02/11/2016,0
3828,thank clemson south carolina makeamericagreatagain scprimary,02/11/2016,0
3830,referring fact jeb bush wants keep common core,02/11/2016,1
3831,big speech tonight south carolina p tremendous crowd,02/10/2016,1
3832,funny jeb bush called highly gifted politician great entertainer assume compliment,02/10/2016,1
3833,great experience new hampshire amazing people leaving big event south carolina today,02/10/2016,1
3834,like worthless looks like going business bad reporting money cred,02/10/2016,0
3835,worthless dopey mort zuckerman desperately trying sell buyer liabilities massive,02/10/2016,0
3836,dopey mort zuckerman owner worthless major inferiority complex paper close soon,02/10/2016,0
3838,thank people new hampshire love south carolina,02/10/2016,1
3839,thank new hampshire departing amazing family fitn nhprimary,02/10/2016,0
3840,stop heroin drugs coming new hampshire open southern border build wall security,02/09/2016,1
3841,immediately repeal replace obamacare nobody like save much better healthcare,02/09/2016,1
3842,isis making big threats today respect u leader win different storywith fast results,02/09/2016,1
3843,new hampshire vote today make america great,02/09/2016,1
3844,find polling locations fitn nhprimary votetrumpnh,02/09/2016,0
3845,message great people new hampshire important day votetrumpnh video,02/09/2016,0
3846,thank great night verizon wireless arena new hampshire votetrumpnh makeamericagreatagain fitn,02/09/2016,0
3847,make america great,02/09/2016,1
3848,interviewed enjoy,02/09/2016,1
3849,polls showing best win general election states never play repubs great,02/09/2016,1
3850,one done people disabilities spent many millions dollars help happy done,02/09/2016,1
3851,know governors jeb bush gone nasty lies far weakest lot family used private eminent domain,02/09/2016,1
3852,remember wants common core education c weak illegal immigration come act love leader,02/09/2016,1
3853,thank new hampshire fitn,02/09/2016,0
3854,thank new hampshire fitn nhprimary votetrumpnh voting questions,02/09/2016,0
3855,votetrumpnh nhprimary fitn,02/08/2016,0
3856,bush wasted million special interest money failed campaign says would end super pacs sad,02/08/2016,0
3857,today third stop londonderry new hampshire thank fitn votetrumpnh,02/08/2016,0
3858,america needs strong leadership politicians talk get things done video,02/08/2016,0
3859,everybody laughing jeb bush spent million bottom pack pathetic figure,02/08/2016,0
3860,jeb bush desperate strongly favor commoncore weak illegal immigration,02/08/2016,0
3861,thank support mornings town hall salem new hampshire fitn nhprimary,02/08/2016,0
3862,jeb bush zero communication skills spent fortune special interest money super bowl ad weak candidate,02/08/2016,1
3863,two wonderful sons eric enjoy,02/08/2016,1
3864,far super bowl boring nearly exciting politics make america great,02/08/2016,1
3865,new hampshire great time loved gopdebate last night everybody enjoy super bowl superbowlsunday sb,02/07/2016,0
3866,thank plymouth new hampshire fitn nhprimary,02/07/2016,0
3867,thank newt,02/07/2016,0
3868,going big event verizon wireless arena manchester new hampshire k join us tomorrow,02/07/2016,0
3869,great meet everyone breakfast morning fitn votetrumpnh,02/07/2016,0
3870,gopdebate makeamericagreatagain fitn,02/07/2016,0
3871,meet press chuck todd nbc morning enjoy,02/07/2016,0
3872,tune,02/07/2016,0
3873,state union enjoy,02/07/2016,0
3874,great debate donald trump,02/07/2016,1
3875,trump talked msnbc like man knows good night,02/07/2016,1
3877,jeb bush ineffectual ever always calls right trump held gopdebate,02/07/2016,1
3878,trump shows courage defending eminent domain necessity construction infrastructure,02/07/2016,1
3879,trump hits park describing effective deal making,02/07/2016,1
3880,trump kasich jeb christie good nights,02/07/2016,1
3881,latest umass tracking poll nh gop trump rubio cruz jeb kasich,02/07/2016,1
3882,cokie roberts says donald trump really good night,02/07/2016,1
3885,cruz really seems element new hampshire different battlefield iowa south,02/07/2016,1
3886,donaldtrump police country done unbelievable job keeping law order gopdebate,02/07/2016,1
3887,dominating searches throughout gplfers,02/07/2016,1
3888,led conversation gopdebate,02/07/2016,1
3889,come join us verizon wireless center manchester new hampshire register,02/07/2016,0
3890,love new hampshire exciting evening,02/06/2016,1
3892,owned big company failing hire donaldtrump make great rubio cruz wouldnt considered,02/06/2016,1
3893,america stop duped wake cruz rubio establishment phonies donaldtrump truthful owned candidate,02/06/2016,1
3894,come rubio cruz going turn america around nothing senate usa,02/06/2016,1
3895,join tomorrow plymouth new hampshire fitn nhprimary,02/06/2016,0
3896,new hampshire drug epidemic must stop elected potus create borders drugs stop pouring,02/06/2016,0
3897,america security america jobs america leader,02/06/2016,1
3898,wow jeb bush whose campaign total disaster bring mommy take slap nice,02/06/2016,1
3899,hannity hope makeamericagreatagain,02/06/2016,1
3900,candidates liars trump one speak truth people need hear trump saying,02/06/2016,1
3901,trump win debate like others heads rest votetrump thanks,02/06/2016,1
3902,donaldtrump raise years home worth paid healthcare joke obama liar trump,02/06/2016,1
3903,border agent might well abolish immigration laws altogether,02/06/2016,0
3904,said happening long ago stop immediately,02/06/2016,0
3905,never ends,02/06/2016,0
3906,told country totally lost control illegal immigration even criminals,02/06/2016,0
3907,people south carolina unbelievable evening new hampshire tomorrow love,02/06/2016,0
3908,really dumb begged people job turned twice went hostile major loser zero credibility,02/06/2016,0
3911,join clemson university wednesday february th makeamericagreatagain,02/05/2016,0
3912,heading south carolina really big crowd back new hampshire tomorrow makeamericagreatagain,02/05/2016,0
3913,great support new hampshire many people working hard makeamericagreatagain,02/05/2016,0
3914,much look forward tomorrow debate new hampshire many things say much stake incredible evening,02/05/2016,0
3915,live free die motto whole country follow newhampshire fitn votetrumpnh,02/05/2016,0
3916,big storm new hampshire moved event monday next four days,02/05/2016,0
3917,join us monday february th verizon wireless arena manchester new hampshire fitn nhpolitics trump,02/05/2016,0
3918,agree great businessman like tone tonight keep democrats vote,02/05/2016,1
3919,watch,02/05/2016,1
3920,interviewed anderson cooper pm new hampshire interesting,02/04/2016,0
3921,taking helicopter new hampshire boarding amazing activity planned new umass poll nice,02/04/2016,0
3922,politicians trying chip away nd amendment let take away guns trump watch,02/04/2016,0
3923,cruz voter violation certificate sent everyone misdemeanor minimum,02/04/2016,0
3924,per show even serious cruz charge fraudulent voter violation certificate sent everyone,02/04/2016,0
3925,icymi discuss ted cruz great people iowa went vote,02/04/2016,0
3926,thank ted cruz immediately disqualified iowa candidate moving one notch,02/04/2016,0
3927,sanders says wants run want run would easy beat,02/04/2016,1
3928,thank everyone little rock arkansas tonight record crowd k trump,02/04/2016,0
3929,stop assault american values stand w trump makeamericagreatagain votersspeak,02/03/2016,0
3930,thank new hampshire makeamericagreatagain fitn,02/03/2016,0
3931,dr ben carson blasted ted cruz deceit dirty tricks lies,02/03/2016,0
3932,cruz lied totally obamacare repeal replace,02/03/2016,0
3933,state iowa disqualify ted cruz recent election basis cheated total fraud,02/03/2016,0
3934,sent ted cruz iowans arrived caucus sites vote cruzfraud,02/03/2016,0
3935,interviewed p enjoy,02/03/2016,1
3936,based fraud committed senator ted cruz iowa caucus either new election take place cruz results nullified,02/03/2016,1
3937,finally cruz strongly told thousands caucusgoers voters trump strongly favor obamacare choice total lie,02/03/2016,1
3938,voter violation certificate gave poor marks unsuspecting voter grade f told clear voting cruz fraud,02/03/2016,1
3939,many people voted cruz carson cruz fraud also cruz sent voter violation certificate thousands voters,02/03/2016,1
3940,primetime iowa caucus cruz put release quitting race caucus vote cruz,02/03/2016,1
3941,ted cruz win iowa stole polls wrong got far votes anticipated bad,02/03/2016,1
3942,great job tonight begged us job said went hostile real dummy,02/03/2016,1
3943,way new hampshire expecting big spirited crowd fitn trump,02/02/2016,0
3944,anybody watched ted cruz far long rambling overly flamboyant speech last nite would say howard dean moment,02/02/2016,0
3945,haters need realize trump got second highest vote history never held office,02/02/2016,0
3946,iowa meaningless keep pushing forward run table nh sc nv super tuesday america needs trumptrain,02/02/2016,0
3947,amazing job iowa cruz barely,02/02/2016,0
3948,dianne well iowa see acing significant states momentum growing,02/02/2016,0
3949,must win presidency,02/02/2016,0
3950,finished nd made turn successfully like pro,02/02/2016,0
3951,believe given credit voters self funding campaign one keep worth,02/02/2016,1
3952,talking wonderful experience iowa simultaneous unfair treatment media later new hampshire big crowd,02/02/2016,1
3953,media covered long shot great finish iowa fairly brought record voters got second highest vote total history,02/02/2016,1
3954,told could well iowa spent little fraction cruz rubio came strong second great honor,02/02/2016,1
3955,experience iowa great one started experts saying well ended nd place nice,02/02/2016,1
3956,begins today finally take country back make america great,02/01/2016,1
3957,join us caucusfortrump waterloo ceder rapids,02/01/2016,0
3958,wife attended snowflakegardenbrunch w governor,01/31/2016,0
3959,watch show easy caucusfortrump iowa iacaucus video,01/31/2016,0
3960,nice get endorsement founder owner pizza ranch iowa great guy great places caucusfortrump,01/31/2016,0
3961,time take back country make america great caucusfortrump video,01/31/2016,0
3962,interviewed face nation morning enjoy,01/31/2016,1
3963,iowa interviewed week morning enjoy,01/31/2016,1
3964,would done last debate record would set instead poor ratings recieved also vets got,01/31/2016,1
3965,failed poorly rated debate able make point allowing unfairness raising vets,01/31/2016,1
3966,wow saw ad cruz lying many levels nobody obamacare repeal replace lies,01/31/2016,1
3967,ted cruz trouble reporting bank borrowing important financial disclosure form low interest loans scam,01/31/2016,1
3968,ted cruz totally unelectable even gets run born canada loose big hillary polls show beat hillary easily win,01/31/2016,1
3969,going church iowa morning wife melania church making two speeches touring state,01/31/2016,1
3970,total phony con man give free hotel rooms much endorsed cruz,01/31/2016,1
3971,asked event people holding event called say wanted phony,01/31/2016,1
3972,total phony dishonest guy asked expensive hotel rooms free said pay endorsed cruz,01/31/2016,1
3973,cruz campaign issued dishonest deceptive get vote ad calling voters violation investigation bad,01/31/2016,1
3974,make america great iacaucus caucusfortrump,01/30/2016,0
3975,iacaucus caucusfortrump icaucused ivoted,01/30/2016,0
3976,want thank evangelical christians warm embrace received campaign trail video,01/30/2016,0
3977,iowa day tuesday morning finally years watching stupidity make america great,01/30/2016,1
3978,hillary clinton major national security risk presidential material,01/30/2016,1
3979,thank incredible volunteers behind scenes iowa caucusfortrump,01/30/2016,0
3981,bill america longing learn candidates percent audience loss,01/30/2016,1
3982,looking forward great weekend iowa iacaucus caucusfortrump tickets,01/30/2016,0
3983,people iowa love fact stuck rights u also got vets,01/30/2016,1
3984,network even mention successful event last night raised one hour vets,01/30/2016,1
3985,amazing ted cruz even get senator like easy endorse one senator endorsing canada ted,01/30/2016,1
3986,looks like gym rat u senator hell ever get elected,01/30/2016,1
3987,great state nebraska much better senator saw totally ineffective wants paid pols,01/30/2016,1
3988,new e mail release disaster hillary clinton minimum someone bad judgement next president,01/29/2016,1
3989,thank support iowa makeamericagreatagain trump iacaucus finder,01/29/2016,0
3990,say participated last night fox debate would million would broken time record,01/29/2016,0
3991,thank america trump via,01/29/2016,0
3992,join tomorrow dubuque iowa iacaucus trump,01/29/2016,0
3993,thank nashua new hampshire makeamericagreatagain trump,01/29/2016,0
3994,every american needs say simple words every vet meet thank john wayne walding,01/29/2016,0
3995,thank mitchell fox michigan poll finds trump holds lead closest gop opponents trump clinton,01/29/2016,0
3996,great twitter poll even thank gopdebate,01/29/2016,0
3997,getting ready take nashua new hampshire big crowd soon fun,01/29/2016,1
3998,iowa amazing last night event could worked better raised great vets happy proud,01/29/2016,1
3999,thank interest support last nights gopdebate iacaucus finder,01/29/2016,0
4000,good morning america thank support latest drudge poll,01/29/2016,0
4001,thank support,01/29/2016,0
4002,thank america,01/29/2016,0
4003,iacaucus pm makeamericagreatagain iowa caucus finder gopdebate,01/29/2016,0
4004,thank kind words tonight great see soon,01/29/2016,0
4005,take care veterans served country bravely thankavet video,01/29/2016,0
4006,unbelievable night iowa great veterans raised politicians talked gopdebate,01/29/2016,0
4007,watching biased charles flunky know every debate particular last one check polls,01/29/2016,0
4008,donald trump hands bill reilly cable tv viewership win,01/28/2016,0
4009,trump iacaucus finder,01/28/2016,0
4010,hear man robert mercer good man angry cruz lied liquidating ted holdings,01/28/2016,0
4011,anticipated hotel openings trump international hotel washington c,01/28/2016,0
4012,tennessee gop poll cruz carson rubio christie jeb,01/28/2016,0
4013,great honor support veterans join thank trump vets,01/28/2016,0
4014,trump iacaucus finder,01/28/2016,0
4015,politically correct takes much time much get done trump,01/28/2016,0
4016,america needs case trump great new book esteemed jeffrey lord available,01/28/2016,0
4017,hope enough bandwidth tonight many watching watching trump tonight gopdebate,01/28/2016,1
4018,brings michaelmoore add credibility fight foxnews rogerailes,01/28/2016,1
4019,,01/28/2016,1
4020,pathetic attempt bribe bought,01/28/2016,1
4021,debate tonight total disaster low ratings advertisers advertising rates dropping like rock hate see,01/28/2016,1
4022,many debates year also cruz still allowed run eligible,01/28/2016,1
4023,mr trump cruz hate canada much embrace roots great country true,01/28/2016,1
4024,wow two candidates called last night said want go event tonight drake university,01/28/2016,1
4025,ny new wsj poll shows pulling ahead iowa great,01/28/2016,1
4026,hold mirror network cameras show big crowd great idea,01/28/2016,1
4028,respected cruz ppl lie tired side z,01/28/2016,1
4029,debate cruz one one would tell busy running president usa canada,01/28/2016,1
4030,checked wallet lately mr ailes,01/28/2016,1
4031,takes yuge hit advertising revenues screwing rofl,01/28/2016,1
4032,pm channel cnn watching trump tonight want person white house takes bs,01/28/2016,1
4033,fighting corruption big donors took cruz donors,01/28/2016,1
4034,bimbo asking presidential questions,01/28/2016,1
4035,retrumplican trump support group members say watch debate tonight,01/28/2016,1
4036,looking forward watching donald trump rally thursday night cnn,01/28/2016,1
4037,trump iacaucus finder,01/28/2016,0
4038,greta people said would watch debate wow honor,01/28/2016,0
4039,fox debate advertising rates falling like rock tune special event veterans pm est,01/28/2016,0
4040,thank lexington south carolina trump makeamericagreatagain,01/28/2016,0
4041,childishly written taunting pr statement fox made debate lightweight reporter,01/27/2016,0
4042,interviewed tonight p eastern enjoy,01/27/2016,1
4043,self funding campaign owe anything lobbyists special interests,01/27/2016,0
4044,even though beat first six debates especially last one ted cruz wants debate canada,01/27/2016,1
4045,got listen rush limbaugh guy fantastic,01/27/2016,1
4046,statement put yesterday disgrace good broadcasting journalism would ever say something nasty dumb,01/27/2016,1
4047,refuse call megyn kelly bimbo would politically correct instead call lightweight reporter,01/27/2016,0
4048,cbs face nation posts largest audience since trump makeamericagreatagain,01/27/2016,0
4049,,01/27/2016,0
4050,pathetic attempt try build ratings gopdebate without ratings,01/26/2016,0
4051,thank america makeamericagreatagain trump,01/26/2016,0
4052,trump shows complete domination facebook conversation,01/26/2016,0
4053,minorities line behind donald trump trump,01/26/2016,0
4054,thank trump iacaucus finder,01/26/2016,0
4055,think knows dealings actually doubt,01/26/2016,0
4056,gopdebate,01/26/2016,0
4057,begged event asking organizers bad guy,01/26/2016,0
4058,great honor rev jerry falwell jr liberty university one respected religious leaders nation endorsed,01/26/2016,0
4059,makeamericagreatagain trump,01/26/2016,0
4060,great people iowa find iacaucus location important vote makeamericagreatagain,01/26/2016,0
4061,phony tell followers times asked family stay hotels like paying,01/26/2016,1
4062,end common core disaster trump,01/26/2016,0
4063,next president ur stage next president,01/26/2016,1
4064,cruz done,01/26/2016,1
4065,idiot bob plaats cnn deluded cruz favorability ratings one likes vote trump instead,01/26/2016,1
4066,hits new heights national poll,01/26/2016,0
4067,donald trump retains national lead new abc news wapo poll,01/26/2016,0
4068,interviewed enjoy,01/26/2016,1
4069,makes wanna watch debate know going treat trump unfair,01/26/2016,1
4070,morning around likewise around figure,01/26/2016,1
4071,huge disappointment see constantly attack donaldtrump become almost unbearable watch show,01/26/2016,1
4073,honesty believe trump,01/26/2016,1
4074,honesty megan contain bias every show fox owners saudi prince agnstt,01/26/2016,1
4075,listen glenn beck literally nothing says makes sense view,01/26/2016,1
4076,never happen fox drop kelly means trump nobody watch w trump,01/26/2016,1
4078,beck wanted commit suicide surgery clearly unbalanced,01/26/2016,1
4079,thank farmington new hampshire fitn trump,01/26/2016,0
4080,landed new hampshire venue shortly fitn,01/25/2016,0
4081,leading polls w one week iowacaucus elections tonight pm,01/25/2016,0
4082,phyllis schlafly eagle forum national review defunct next year,01/25/2016,0
4083,leaving new hampshire big crowd looking forward fitn,01/25/2016,0
4084,cruz lies almost bad jeb politicians anything stay trough,01/25/2016,0
4085,cruz going fast recent polls dropping like rock lies never work,01/25/2016,0
4086,ted cruz nervous wreck making reckless charges caring truth poll way,01/25/2016,0
4087,pm est,01/25/2016,0
4088,morning maria fox business network tomorrow et hours,01/25/2016,0
4089,find votetrump caucus night iowa iacaucus fitn trump,01/25/2016,0
4090,obama deal vs trump deals,01/25/2016,0
4091,join us iowa tomorrow iacaucus trump makeamericagreatagain pm pm,01/25/2016,0
4092,situation room pm est cnn,01/25/2016,0
4093,want win people great country people owe voters trump video,01/25/2016,0
4094,ipsos reuters pollthank trump makeamericagreatagain,01/25/2016,0
4095,time ted cruz either settle problem fact born canada citizen canada get race,01/25/2016,1
4096,rubio experienced enough commander chief rubio carbon copy obama need true leader vote trump,01/25/2016,1
4097,angelluis let get trump go trump usa usa,01/25/2016,1
4098,wearebernie overtaken wewanttrump superior supporters makeamericagreatagain trump,01/25/2016,1
4101,canada goldman sachs kitchen sink trump picked cruz apart weeks,01/24/2016,1
4103,ther f kids everyone b smart u know deep trump able best lead,01/24/2016,1
4104,time take america back puppet presidents votetrump true,01/24/2016,1
4105,said best makeamericagreatagain,01/24/2016,1
4106,fox news pollthank new hampshire fitn trump,01/24/2016,0
4107,new fox news pollthank iowa trump iacaucus,01/24/2016,0
4108,make military big powerful strong one mess us trump,01/24/2016,0
4109,face nation morning various times across u enjoy,01/24/2016,1
4110,morning various times across u enjoy,01/24/2016,1
4113,great comment last rally triumph trump lose cruz excellent,01/24/2016,1
4114,love way ann coulter remembers acts kindness donald trump go trump love,01/24/2016,1
4115,full speech donald trump campaign rally pella ia via one best ever,01/24/2016,1
4116,love making correct predictions national review,01/24/2016,0
4117,word crying left gop right vote republican primary dumb rock,01/24/2016,0
4118,serious doubt illinois whether cruz run president first many challenges,01/24/2016,0
4119,left great event pella going church tomorrow muscatine iowa,01/23/2016,0
4120,fox great tonight pm est enjoy trump,01/23/2016,0
4121,honor get endorsement fantastic guy forgotten eric say hello,01/23/2016,0
4122,heading pella iowa big crowd remember trump big buyer pella windows see soon,01/23/2016,0
4123,great people iowa find iacaucus location important vote makeamericagreatagain,01/23/2016,0
4124,left sioux center iowa speech well received truly great people packed house overflow,01/23/2016,0
4125,wonderful story iowa voters,01/23/2016,0
4126,failing lost credibility fired fox would voted clinton mccain,01/23/2016,0
4127,based conflict interest bias allowed moderator next debate,01/23/2016,0
4128,heading sioux county iowa crowd amazing dr robert jeffress make introduction make america great,01/23/2016,1
4129,ted cruz poll numbers big born canada recently canadian citizen many believe cannot run,01/23/2016,1
4130,iowa watching phony v ads candidates bull politicians talk action happen,01/23/2016,1
4131,amazing win establish strong borders build wall mexico pay great,01/23/2016,1
4132,greatest job producing president american history trump votetrump,01/23/2016,0
4134,one year today,01/23/2016,1
4135,iowa making two speeches today good luck great folks east coast enjoy beauty storm,01/23/2016,1
4136,cancelling subscription people idiots next president trump rnc,01/23/2016,1
4137,wonderful article writer truly gets people people trump,01/23/2016,0
4138,cruz honest bed w wall st funded goldman sachs citi low interest loans legal disclosure never sold assets,01/23/2016,0
4139,cruz renounce canadian citizenship us senator started run potus could canadian prime minister,01/23/2016,0
4140,cruz says supported tarp gave million goldman sachs bank loaned money disclose puppet,01/23/2016,0
4141,reason irrelevant like refused failing show asked many times listeners sad,01/23/2016,0
4142,one national review lightweights came office begging money like dog say,01/23/2016,0
4143,watched jeb ad desperately needed mommy help jeb mom help isis chinese putin,01/23/2016,0
4144,ted cruz went big released reuters poll going goldman sachs citi loans canada,01/22/2016,0
4145,rush limbaugh great tells sees really honorable guy thanks rush trump,01/22/2016,0
4146,tax scam washington post among inaccurate stories really dishonest reporting,01/22/2016,0
4147,received new fox poll thank america trump,01/22/2016,0
4148,wow new national zogby poll trump cruz rubio big numbers,01/22/2016,1
4149,leaving nevada iowa things looking good great new polls,01/22/2016,1
4150,new national gop zogby poll makeamericagreatagain trump,01/22/2016,0
4151,national black republican association endorses donald j trump trump makeamericagreatagain,01/22/2016,0
4152,new reuters poll thank makeamericagreatagain trump,01/22/2016,0
4153,dying national review totally given fight barrack obama losing years beat hillary,01/22/2016,1
4154,wow might highest yet thank opposition totally ineffective years,01/22/2016,0
4155,poor jeb could sworn saw outside trump tower day,01/22/2016,1
4156,truth told never heard national review tried declare war worries got vote,01/22/2016,1
4157,spending million bottom barrel polls ashamed use name bush ads low energy guy,01/22/2016,1
4158,failing national review magazine informed republican national committee cannot participate debate,01/22/2016,1
4159,poll trump support florida rubio bush combined,01/22/2016,1
4160,marybrigidmcmanamon clarified commonlaw used interpret meaning naturalborn tedcruz,01/22/2016,1
4161,marybrigidmcmanamon washington post constitutionally speaking cruz simply eligible president,01/22/2016,1
4162,highly respected constitutional law professor mary brigid mcmanamon stated ted cruz eligible president big problem,01/22/2016,1
4163,laurencetribe calls cruz constitutional hypocrite,01/22/2016,1
4164,tedcruz eligibility president settled law says cruz constitutional law professor laurencetribe,01/22/2016,1
4165,help makeamericagreatagain votetrump,01/22/2016,1
4166,sleep trumptrain,01/22/2016,1
4167,time president let goofy glen keep canada cruz win american people trump,01/22/2016,1
4168,ted cruz complains views eminent domain without roads highways airports schools even pipelines,01/22/2016,1
4169,late great william f buckley would ashamed happened prize dying national review,01/22/2016,0
4170,people read national review knows criticize lead,01/22/2016,0
4171,national review failing publication lost way circulation way w influence time low sad,01/22/2016,0
4172,thank iowa fitn iacaucus makeamericagreatagain trump,01/22/2016,0
4173,fired bushy like dummy john sununu spewing false info beat hillary lot wants part trump,01/22/2016,0
4174,trump makeamericagreatagain,01/21/2016,0
4175,thank new hampshire trump,01/21/2016,0
4176,thank trump,01/21/2016,0
4177,thank iowa trump,01/21/2016,0
4178,happy birthday friend great totally special guy,01/21/2016,1
4179,new day cnn treats badly disaster going watch anymore,01/21/2016,0
4180,low energy candidate wasted million failed presidential campaign millions spent go home relax,01/21/2016,1
4181,sad sack done another ad special interest money saying beat hillary beat,01/21/2016,1
4182,sad many others refused show massive crowd arena yesterday oklahoma dishonest reporting,01/21/2016,1
4183,remember glenn gave gifts illegal aliens crossing border,01/21/2016,1
4184,,01/21/2016,1
4185,makeamericagreatagain trump unifying nationvideo,01/21/2016,0
4186,candidate trust candidates controlled donors votetrump,01/21/2016,1
4187,wacko sad answer endorsement cruz desperately wanted glenn failing crying lost soul,01/21/2016,1
4188,trump destroyed hillary sanders moved destroy trump true,01/21/2016,1
4189,new cnn wmur new hampshire poll released thank fitn trump,01/20/2016,0
4190,bob dole warns cataclysmic losses ted cruz says donald trump would better via new york times,01/20/2016,0
4191,thank new hampshire fitn trump nhpolitics,01/20/2016,0
4192,thank florida trump,01/20/2016,0
4193,k ok turn away k coming back soon take care much love crowd thanks,01/20/2016,0
4194,great rally iowa wonderful people traveling tulsa massive crowd expected,01/20/2016,0
4195,makeamericagreatagain trump life changing experiencevideo,01/20/2016,0
4196,breaking news sarah palin endorsed donald trump gop primary appeal tea party loyalists,01/20/2016,1
4197,president donald trump getting used wow nice,01/20/2016,1
4198,greatly honored receive sarah palin endorsement tonight video,01/20/2016,0
4199,judge jeanine slams gop establishment,01/20/2016,0
4200,trump makeamericagreatagain economy video,01/20/2016,0
4201,palin brand among evangelicals gold faucets trump tower said ralph reed chairman faith freedom coalition,01/19/2016,0
4202,wow highly respected governor iowa stated ted cruz must defeated big shoker people like ted,01/19/2016,1
4203,true honor receive endorsement john wayne daughter read,01/19/2016,0
4204,released sc poll increased lead points since last poll firm cruz dropped,01/19/2016,0
4205,thank strong testimony welcoming liberty university yesterday,01/19/2016,0
4206,thank georgia appreciate support trump,01/19/2016,0
4207,read complete statement amazing guy really appreciate words support see soon,01/19/2016,0
4208,way iowa received new national poll numbers thank makeamericagreatagain trump,01/19/2016,0
4209,really disgusting failing new york times allows dishonest writers totally fabricate stories,01/19/2016,0
4210,dope frank bruni said called many people including karl rove losers true never called friend loser winner,01/19/2016,0
4211,conflicting stances birthright citizenship th amendment gives teamtrump credit,01/19/2016,0
4212,wow new polls trump cruz nervous wreck,01/19/2016,1
4213,great job thank smart kind words,01/19/2016,0
4214,exclusive says protect evangelicals better cbnnews,01/19/2016,0
4215,think ted cruz even run president assure republican voters born canada problem doubt,01/19/2016,1
4216,ted cruz falling polls nervous people worried place birth failure report loans banks,01/19/2016,1
4217,loved liberty university today record setting crowd unbelievable people thank jerry becki,01/18/2016,0
4218,launched new series trump videos via facebook new topic everyday watch,01/18/2016,0
4219,great morning everyone thank new hampshire trump,01/18/2016,0
4220,leaving liberty university speaking today front record crowd trump,01/18/2016,0
4221,reminder ted cruz supported liberal justice john roberts gave us obamacare,01/18/2016,0
4222,thank kind words proud role model many nh ia radio ad,01/18/2016,0
4223,great thank ben nice comments debate,01/18/2016,1
4224,self funding campaign putting money controlled cruz spending millions ads paid n bosses,01/17/2016,1
